page,2013-04-01 pi,2013-05-01 pi,2013-06-01 pi,2013-07-01 pi,2013-08-01 pi,2013-09-01 pi,2013-10-01 pi,2013-11-01 pi,2013-12-01 pi,2014-01-01 pi,2014-02-01 pi,2014-03-01 pi,2014-04-01 pi,2014-05-01 pi,2014-06-01 pi,2014-07-01 pi,2014-08-01 pi,2014-09-01 pi,2014-10-01 pi,2014-11-01 pi,2014-12-01 pi,2015-01-01 pi,2015-02-01 pi,2015-03-01 pi,2015-04-01 pi,2015-05-01 pi,2015-06-01 pi,2015-07-01 pi,2015-08-01 pi,2015-09-01 pi,2015-10-01 pi,2015-11-01 pi,2015-12-01 pi,2016-01-01 pi,2016-02-01 pi,2016-03-01 pi,2016-04-01 pi,2016-05-01 pi,2016-06-01 pi,2016-07-01 pi,2016-08-01 pi,2016-09-01 pi,2016-10-01 pi,2016-11-01 pi,2016-12-01 pi,2017-01-01 pi,2017-02-01 pi,2017-03-01 pi,2017-04-01 pi,2017-05-01 pi,2017-06-01 pi,2017-07-01 pi,2017-08-01 pi,2017-09-01 pi,2017-10-01 pi,2017-11-01 pi,2017-12-01 pi,2018-01-01 pi,2018-02-01 pi,2018-03-01 pi,2018-04-01 pi,2018-05-01 pi,sum
arbeitslosigkeit-aller-ziviler-erwerbspersonen-berlin-prozent,,,,,,,,,,,,,,,,,,,,,,,,,10,14,,,,8,8,3,5,3,1,1,3,5,2,4,3,4,8,8,5,5,3,4,3,3,2,4,3,,,,,,,,,,122
sportvereine-und-sportangebote-marzahn-hellersdorf,,,,,,17,6,10,4,29,13,20,9,5,5,5,1,4,4,12,13,5,15,9,7,6,,,,2,3,1,1,2,3,5,5,5,,,,4,2,2,,,,,,1,,,3,,,,,,,,,,238
gesundheitsberichterstattung-berlin-gesundheitsindikator-722-ambulante-behandlungsfälle,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,8
grundwassergleichen-2014-geologischer-atlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,1,,,,,1,1,,,,,,,,1,2,,,,,,,,,,11
gesundheitsberichterstattung-berlin-umweltbezogener-gesundheitsschutz-und,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,3,,,,1,,2,,,,,,,,,,12
haushaltsplan-berlin-2012-inklusive-nachtrag,6,7,6,4,3,1,2,2,1,1,4,3,1,2,2,2,3,1,1,1,2,3,1,1,1,1,2,2,1,,,1,,,1,2,2,2,,,,,,,,4,2,,1,7,,1,2,,,,,,,,,,92
test-willkommen-im-leben-kategorien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,2,4,,2,,,,,,,,,,23
denkmalliste-des-landes-berlin.rdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
lebensweltlich-orientierte-räume-lor-berlin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
aktuelle-kamerale-monatsschreibung-des-bezirks-friedrichshain-kreuzberg-0,,,,,,,,,40,16,3,16,5,4,4,2,2,1,7,2,,2,3,,,,1,1,2,,,,2,,2,2,1,1,,,,3,,1,,,,,,,,2,2,,,,,,,,,,127
ph-werte-im-oberboden-2010-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,2,,,,,,,,,,6
gesundheitsberichterstattung-berlin-gesundheitsindikator-217-monatliches-nettoeinkommen,,,,,,,,,,,1,,,3,,,,,,,,,,,,1,,1,1,,,1,,1,3,3,2,6,,,,3,4,1,,,,,,,,2,2,,,,,,,,,,35
wohnatlas-berlin-anteil-städt-wohnungsbaugesell-am-wohnungsbestand-2008-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,5
lebensweltlich6orientierte6räume6lor6berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
entwicklung-luftqualität-nox-emissionen-hausbrand-1989-umweltatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
alkis-berlin-festlegungen-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,2,,,,3,,2,,,,,,,,,,17
sozialstatistisches-berichtswesen-berlin-jahresstatistiken-zu-den-eckzahlen-und-1,,,,,,,,,,,,,1,1,1,3,17,7,,1,,,,,,1,,,,,,,,,,,,3,,,,3,1,1,,,,,,3,,,1,,,,,,,,,,44
haushaltsplan-berlin-2013-inklusive-nachtrag,79,107,65,11,50,28,9,9,10,9,10,8,8,4,12,3,21,15,14,6,8,9,13,4,6,4,5,4,2,2,5,4,,1,2,2,2,4,2,,1,2,,3,,,,,,,,3,1,,,,,,,,,,567
sozialstatistisches-berichtswesen-berlin-bundessozialhilfegesetz-bshg-bis-2004,,,,,,,,,,,2,,,1,,1,2,1,3,5,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,19
gesundheitsberichterstattung-berlin-gesundheitsindikator-342-schwerbehinderte-grad-der,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,4
flurstücke-alkis-berlin-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,8,15,24,27,16,20,18,1,1,,,,,,,,,,156
solaranlagen-photovoltaik-auf-bezirksebene-umweltatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,3,3,3,1,,,,,,,,,,14
moore-moorteilflächen-umweltatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
gesundheitsberichterstattung-berlin-kontext-einschulungsuntersuchung-berlin-2010,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4
rbs-bl%C3%83%C2%B6cke-dezember-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
strat-lärmkarte-lden-tag-abend-nacht-index-straßenverkehr-2012-ua-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2
summe-einspeisung-niederspannung-2012-berlin,,,10,5,8,,,,,,2,,,,,1,3,,2,4,1,2,1,,1,1,,,3,,1,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,49
gesundheitsberichterstattung-berlin-gesundheitsindikator-1019-versichertenstruktur-nach,,,,,,,,,,,2,1,,4,,,,,1,2,2,3,3,2,2,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,30
sozialstatistisches-berichtswesen-berlin-quartalsstatistiken-zu-den-ausgaben-und-3,,,,,,,,,,,2,,,,,,2,,,,,1,7,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,17
los42013-berlin-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,3
digitale-farbige-orthophotos-2004-dop25rgb-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,1,,3,1,,,,,,,,,,9
summenlast-fahrplanprognosen-der-slp-kunden-2013-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,,,,,,,,,,,,1,,,,,,,,,,6
gesundheitsberichterstattung-berlin-beschäftigte-im-gesundheitswesen-personal,,,,,,,,,,,4,,,,,,3,4,1,1,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,3,,,,1,,1,,,,,,,,,,22
alkis-berlin-bauwerke-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,4,5,6,8,8,2,2,1,,,,,,,,,,41
vbb-fahrplan2013,1,4,1,1,2,3,5,1,,,,,3,1,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,29
berlinonline-testfall-bitte-löschen-2011-10-31-164037-teil-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
gesundheitsberichterstattung-berlin-kontext-sozialstrukturatlas-berlin-2008,,,,,,,,,,,10,,,,,,,1,1,1,1,2,1,3,,1,,,,,,,,,1,,,,,,,,,,,,2,,,,1,1,1,,,,,,,,,,27
sozialstatistisches-berichtswesen-berlin-statistische-kurzinformationen-leistungen-nach,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,4
los72016-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-3111-krankenhausfälle-infolge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,4
sozialstatistisches-berichtswesen-berlin-grundsicherungsgesetz-gsig-bis-2004,,,,,,,,,,,2,,,,1,1,3,2,1,2,,,,,,,,,,,,,,1,1,2,,1,,,,,,1,,,1,,,,1,,1,,,,,,,,,,21
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-abgeleitete-1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,3,,,,1,2,1,3,2,1,3,,1,,,,,,,,,,23
gesundheitsberichterstattung-berlin-gesundheitsindikator-222-empfänger-von-ausgewählten,,,,,,,,,,,2,,,,,3,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,1,6,,2,,,1,,,,,,,,,,19
anzahl-arbeitsloser-frauen-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
ärzte-im-bezirk-lichtenberg,,,,,,,,,,,,37,15,7,3,7,3,1,,3,,,,,4,4,2,8,2,1,3,2,1,,4,4,3,3,3,4,1,4,1,1,1,,1,,,,,,1,,,,,,,,,,134
angebote-zur-unterstützung-von-flüchtlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,114,25,90,49,11,17,16,9,8,6,7,9,46,4,11,5,4,3,4,,3,1,,,,,,,,,,539
stro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
summenlast-nicht-leistungsgemessene-kunden-2011-berlin,,,2,,1,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,9
gesundheitsberichterstattung-berlin-gesundheitsindikator-39-lebenserwartung-nach-alter,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,5
digitale-farbige-orthophotos-2015-dop20rgb-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4,5,6,1,5,,1,1,,,,,,,,,,32
austauschhäufigkeit-des-bodenwassers-2010-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2
standardlastprofil-haushalt-2015-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,5,1,1,2,5,2,1,1,,,,,,1,,,,,,,,,,23
vbb-fahrplan2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,3
standorte-von-altglascontainern-auf-öffentlichem-straßenland-charlottenburg-1CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens-ambulante-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,,,1,,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,13
summe-einspeisung-hochspannung-2012-berlin,,,3,4,8,,,,,,,,,3,,1,1,1,1,3,,,,,2,1,,,,,,,,,3,1,2,3,,,,,,,,,,,,1,,,1,,,,,,,,,,39
gesundheitsberichterstattung-berlin-gesundheitsindikator-338-rentenzugänge-und-bestand,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,4
denkmalkarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-345-schwerbehinderte-grad-der,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,5
digitale-topographische-karte-1-1-000-dtk10-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
gesundheitsberichterstattung-berlin-kontext-basisbericht-gbe-berlin-20102011,,,,,,,,,,,1,,,1,,,,1,,1,1,2,2,,1,3,,,,,,,,,,,,,,1,1,,,4,,,,,,,1,,1,,,,,,,,,,21
openstreetmap-daten-fÃ¼r-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,1,1,,,1,,,1,,,,,,,,,,10
versiegelung-2005-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2
gesundheitsberichterstattung-berlin-statistische-kurzinformationen,,,,,,,,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,6
daten-ausfall-uw-gruppe-für-energyhack-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,12
api,1,1,,,,,,,,1,1,3,,1,5,2,1,,,2,,1,5,2,,3,,1,2,,,,,,,,,5,,,,,,,,,,,,,5,,1,,,,,,,,,,43
sozialstatistisches-berichtswesen-berlin-bundessozialhilfegesetz-bshg-bis-2004-wohnhilfe,,,,,,,,,,,,1,2,2,,,2,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,1,,2,1,3,,1,1,,1,,,,,,,,,,21
friedhofsbestand-berlin-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,,,,,,,2,2,,,1,3,2,1,,,,,,,,,,16
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-nach-3,,,,,,,,,,,,,,5,,1,3,,,,,,,,,,2,,1,,4,1,,,,,1,2,1,2,1,,,,,1,1,1,,3,,,1,,,,,,,,,,31
grundwassertemperatur-40m-unter-geländeoberfläche-2015-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,3
sozialstatistisches-berichtswesen-berlin-quartalsstatistiken-zu-den-ausgaben-und-6,,,,,,,,,,,2,2,2,1,,1,3,1,1,1,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,23
los32013-berlin-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,3
standardlastprofil-gewerbe-allgemein-2015-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
einwohner-am-3062011,,,,,2,1,,2,,,,,,1,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,16
gesundheitsberichterstattung-berlin-bevölkerung-und-bevölkerungsspezifische-5,,,,,,,,,,,1,,,,,2,1,,,,,,,,,,,,1,,,,,,,3,2,2,,,,,,,2,7,2,1,4,2,,1,1,,,,,,,,,,32
ausländische-einwohnerinnen-und-einwohner-berlin-lor-planungsräumen-am-31122010,,,,,,,,,,,,,,6,2,12,6,3,8,4,9,5,6,,,1,5,4,4,,3,1,,,1,3,,4,5,5,2,,,,2,1,1,4,,2,,1,1,,,,,,,,,,111
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-18,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,4,,,,,,,,,,1,1,1,2,3,1,,,,,,,,,,17
luftreinhalteplan-2011-2017-szenarios-no2-kfz-verkehr-2015-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,3
rbs-lor-lebensweltlich-orientierte-räume-dezember-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-abgeleitete,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,1,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,11
exportzahlen-berlin,3,3,2,4,9,,,,4,3,2,3,2,4,3,2,3,2,,3,1,,3,,,,,2,2,,3,1,5,1,3,2,1,2,1,2,1,1,4,1,,,,4,6,9,1,1,1,,,,,,,,,,110
kamerale-monatsdaten-bezirk-lichtenberg-2013,,,,,,,,17,5,27,15,2,3,1,5,2,2,2,1,4,,,1,,,,,,,,,,,,1,1,,3,,,,,,1,2,2,1,,,1,,,1,,,,,,,,,,100
gesundheitsberichterstattung-berlin-gesundheitsindikator-341-schwerbehinderte-grad-der,,,,,,,,,,,,5,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,9
straenreinigung-verzeichnisse-und-reinigungsklassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
ortsteil-geometrien-berli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
archivfunktion-der-böden-für-die-naturgeschichte-2010-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
gesundheitsberichterstattung-berlin-statistische-kurzinformationen-unfälle-im-kindes-und,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,4
alkis-berlin-gebäude-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,11,23,30,27,23,24,,,,,,,,,,,,,149
grünanlagenbestand-berlin-einschließlich-der-öffentlichen-spielplätze-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,17,12,15,6,8,13,10,9,3,8,3,12,13,14,,,,,,,,,,,,,148
alkis-berlin-ortsteile-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5,7,9,10,14,11,,,,,,,,,,,,,69
radverkehrsanlagen-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2,6,2,5,6,11,,,,,,,,,,,,,54
nominale-bruttowertschöpfung-je-erwerbstätigen-und-je-erwerbstätigenstunde-berlin,11,16,10,13,10,6,4,7,5,6,8,5,4,6,6,6,8,11,8,8,5,14,6,9,8,7,4,1,1,3,5,10,3,8,9,8,7,12,6,2,5,6,8,6,5,19,1,9,9,11,,,,,,,,,,,,,365
hausumringe-berlin-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,7,6,8,10,9,5,5,3,5,21,29,14,11,9,,,,,,,,,,,,,158
baumbestand-berlin-anlagenbäume-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,15,16,12,4,3,,,,1,3,8,6,6,8,,,,,,,,,,,,,94
alkis-berlin-relief-linien-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,2,1,8,,,,,,,,,,,,,21
lod2-gebÃ¤udedaten-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,5,,1,1,1,1,2,,,,1,,3,,,,,,5,,,,,,,,,,,,,27
übersichtskarte-von-berlin-1-50-000-ük50-10-farbig-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,1,3,1,,2,8,2,8,4,3,,5,,,,,,,,,,,,,46
umsätze-im-cluster-kommunikation-medien-kulturwirtschaft-berlin-2009,1,2,7,1,1,,1,8,1,3,6,2,4,1,3,3,2,2,,4,1,4,3,4,4,2,1,1,3,,2,2,1,1,4,8,1,5,3,3,1,,,,,,,2,1,5,,,,,,,,,,,,,114
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-am-2,,,,,,,,,,,,,,4,1,2,1,,,,,,2,,,,2,1,1,,,,,,,,,1,1,1,3,1,,1,,,,2,,4,,,,,,,,,,,,,28
standardlastprofil-haushaltskunden-2010-berlin,,,,,,2,2,5,,,,,,,,1,2,3,,1,,,,,,,,,,,,,,,,2,,1,,,,,,1,,,,,,4,,,,,,,,,,,,,24
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-am-3,,,,,,,,,,,,,,2,1,1,3,,,,2,,2,,,,2,2,1,,,,,1,1,,,4,1,,4,,1,1,,,1,2,,4,,,,,,,,,,,,,36
karte-von-berlin-15000-k5-grautonausgabe-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,7,5,4,,,,,,,,,,,,,25
alkis-berlin-besondere-flurstücksgrenzen-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,8,6,10,4,4,,,,,,,,,,,,,44
alkis-berlin-gewässer-und-vegetationsflächen-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,5,7,6,3,4,,,,,,,,,,,,,31
open-streetmap-daten-für-berlin,321,321,295,174,162,124,197,162,118,203,138,177,176,95,3,3,1,3,1,1,1,1,4,1,2,2,4,1,1,1,,3,1,,1,,,,2,,1,,,,,1,2,4,2,4,,,,,,,,,,,,,2714
geländehöhen-2009-umweltatlas-atom-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,4,2,4,,,,,,,,,,,,,17
radverkehrsanlagen-verkehrszeichen-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,3,13,2,3,9,3,,,,,,,,,,,,,62
berlin-und-brandenburg-sind-folgende-tarifliche-abweichungen-erlaubt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,4,,2,4,3,4,3,,,,,,,,,,,,,38
ausländische-einwohnerinnen-und-einwohner-berlin-lor-planungsräumen-am-31122009,,,,,,,,,,,,,,4,1,9,2,9,9,5,,,,,,2,3,3,1,,,,,,,3,2,3,4,3,1,,,,,3,1,2,,3,,,,,,,,,,,,,73
einwohnerinnen-und-einwohner-nach-wohnlagen-den-lor-planungsräumen-am-31122008,,,,,,,,,,,,,,3,1,2,1,,,,,3,2,,,,3,2,1,2,2,4,1,1,1,,1,4,,,1,,,,,,,2,1,3,,,,,,,,,,,,,41
vbb-fahrplandaten-oktober-2015-bis-dezember-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,191,26,6,12,1,2,2,,,,2,4,2,,,,,,3,,,,,,,,,,,,,315
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-am-4,,,,,,,,,,,,,,3,1,3,5,,,,,2,1,,,,,,,,,,,,,,,5,2,1,2,,,,,,,2,,3,,,,,,,,,,,,,30
alkis-berlin-gebäude-linien-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,12,13,3,,,,,,,,,,,,,46
filtervermögen-der-böden-2010-umweltatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2
alkis-berlin-tatsächliche-nutzung-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,7,13,10,10,2,,,,,,,,,,,,,51
gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,7
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-am-5,,,,,,,,,,,,,,23,5,11,10,5,19,18,8,16,6,,,,3,1,1,2,1,2,,1,1,1,1,4,1,2,2,,,1,,,,2,,2,,,,,,,,,,,,,149
gesundheitsberichterstattung-berlin-gesundheitsindikator-356-häufigste-todesursachen-von,,,,,,,,,,,1,5,1,2,1,1,1,1,,2,,,2,,,1,,,,,1,1,,,,,,2,,,1,,,,,,,,,2,,,,,,,,,,,,,25
gesundheitsberichterstattung-berlin-kosten-aufwendungen-für-leistungen,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,6
los42015-berlin-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,34
jahreshöchstlast-der-netzlast-2013-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,3
standardlastprofil-gewerbe-allgemein-2014-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,10
planungshinweise-zum-bodenschutz-2010-umweltatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,5
besondere-naturräumliche-eigenart-der-böden-2010-umweltatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,2,,,,,,,,,,,,,4
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-nach-0,,,,,,,,,,,,,,11,1,5,3,,5,1,1,4,1,,,,,,,,,,,,,1,,3,2,4,1,,,,,,,1,2,2,,,,,,,,,,,,,48
alkis-berlin-vegetation-punkte-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,4,2,,,,,,,,,,,,,27
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-nach,,,,,,,,,,,,,,11,3,1,1,,1,1,1,2,3,,,,,,,,,,,,,,2,4,1,2,2,,,,,3,1,3,1,2,,,,,,,,,,,,,45
